run_name,eval_results_path,metrics_path,stored_n,recomputed_n,stored_accuracy_pct,recomputed_orig_acc_pct,accuracy_diff_pp,stored_consistency_pct,recomputed_consistency_pct,consistency_diff_pp,status
balanced_full_s5,results/balanced_full_s5/eval/eval_results.json,results/balanced_full_s5/eval/metrics.json,449,449,84.4097995545657,84.4097995545657,0.0,83.96436525612472,83.96436525612472,0.0,ok
baseline_coder7b,results/baseline_coder7b/eval_results.json,results/baseline_coder7b/metrics.json,449,449,75.05567928730513,75.05567928730513,0.0,75.50111358574611,75.50111358574611,0.0,ok
baseline_deepseek7b,results/baseline_deepseek7b/eval_results.json,results/baseline_deepseek7b/metrics.json,449,449,73.71937639198218,73.71937639198218,0.0,19.15367483296214,19.15367483296214,0.0,ok
baseline_deepseek7b_v2,results/baseline_deepseek7b_v2/eval_results.json,results/baseline_deepseek7b_v2/metrics.json,449,449,74.16481069042317,74.16481069042317,0.0,19.37639198218263,19.37639198218263,0.0,ok
baseline_mistral7b,results/baseline_mistral7b/eval/eval_results.json,results/baseline_mistral7b/eval/metrics.json,449,80,65.70155902004454,71.25,5.54844097995546,64.81069042316258,65.0,0.18930957683741534,stored_n_diff
baseline_qwen35_9b,results/baseline_qwen35_9b/eval_results.json,results/baseline_qwen35_9b/metrics.json,449,449,23.16258351893096,23.16258351893096,0.0,75.50111358574611,75.50111358574611,0.0,ok
baseline_qwen35_9b_nothink,results/baseline_qwen35_9b_nothink/eval_results.json,results/baseline_qwen35_9b_nothink/metrics.json,449,449,63.474387527839646,63.474387527839646,0.0,81.06904231625836,81.06904231625836,0.0,ok
baseline_qwen3_8b,results/baseline_qwen3_8b/eval/eval_results.json,results/baseline_qwen3_8b/eval/metrics.json,449,449,85.96881959910914,85.96881959910914,0.0,80.40089086859689,80.40089086859689,0.0,ok
baseline_qwen3_8b,results/baseline_qwen3_8b/eval_results.json,results/baseline_qwen3_8b/metrics.json,449,449,36.080178173719375,36.080178173719375,0.0,78.39643652561247,78.39643652561247,0.0,ok
baseline_qwen3_8b_nothink,results/baseline_qwen3_8b_nothink/eval_results.json,results/baseline_qwen3_8b_nothink/metrics.json,449,449,87.08240534521158,87.08240534521158,0.0,81.29175946547885,81.29175946547885,0.0,ok
baseline_qwen3_8b_v2,results/baseline_qwen3_8b_v2/eval_results.json,results/baseline_qwen3_8b_v2/metrics.json,449,449,81.73719376391982,81.73719376391982,0.0,85.96881959910914,85.96881959910914,0.0,ok
baseline_qwen7b,results/baseline_qwen7b/eval_results.json,results/baseline_qwen7b/metrics.json,449,449,80.17817371937639,80.17817371937639,0.0,83.29621380846325,81.51447661469933,-1.7817371937639215,mismatch
baseline_qwen7b_244,results/baseline_qwen7b_244/eval_results.json,results/baseline_qwen7b_244/metrics.json,449,449,79.9554565701559,79.9554565701559,0.0,81.29175946547885,81.29175946547885,0.0,ok
judgelrm_3b,results/judgelrm_3b/eval/eval_results.json,results/judgelrm_3b/eval/metrics.json,449,449,76.83741648106904,76.83741648106904,0.0,67.92873051224944,67.92873051224944,0.0,ok
judgelrm_7b,results/judgelrm_7b/eval/eval_results.json,results/judgelrm_7b/eval/metrics.json,449,449,81.29175946547885,81.29175946547885,0.0,75.7238307349666,75.7238307349666,0.0,ok
label_variant_leftright,results/label_variant_leftright/eval_results.json,results/label_variant_leftright/metrics.json,449,449,94.20935412026726,94.20935412026726,0.0,59.910913140311806,59.910913140311806,0.0,ok
